evento,valor,tipo,mes_ano,fonte,Saldo Anterior (R$),Débitos (R$),Créditos (R$)
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,,,
,,,2026-03,XLS,-5696862.0,-6550711.0,7151332.0
,,,2026-03,XLS,-5005709.0,0.0,0.0
,,,2026-03,XLS,186270.0,-202267.0,118905.0
,,,2026-03,XLS,0.0,0.0,827.0
,,,2026-03,XLS,2708.0,0.0,54674.0
,,,2026-03,XLS,-68384.0,-112207.0,184375.0
,,,2026-03,XLS,-105341.0,0.0,0.0
,,,2026-03,XLS,21373.0,0.0,49834.0
,,,2026-03,XLS,9189.0,0.0,0.0
,,,2026-03,XLS,-190000.0,0.0,0.0
,,,2026-03,XLS,4751000.0,0.0,67000.0
,,,2026-03,XLS,-6095756.0,-6865185.0,7626947.0
,,,2026-03,XLS,-56968.62,-65507.11,71513.32
,,,2026-03,XLS,-50057.09,0.0,0.0
,,,2026-03,XLS,1862.7,-2022.67,1189.05
,,,2026-03,XLS,0.0,0.0,8.27
,,,2026-03,XLS,27.08,0.0,546.74
,,,2026-03,XLS,-683.84,-1122.07,1843.75
,,,2026-03,XLS,-1053.41,0.0,0.0
,,,2026-03,XLS,213.73,0.0,498.34
,,,2026-03,XLS,91.89,0.0,0.0
,,,2026-03,XLS,-1900.0,0.0,0.0
,,,2026-03,XLS,47510.0,0.0,670.0
,,,2026-03,XLS,-60957.56,-68651.85,76269.47
,,,2026-04,XLS,-5096241.0,-6737500.0,7129079.0
,,,2026-04,XLS,-5005709.0,0.0,0.0
,,,2026-04,XLS,102908.0,0.0,0.0
,,,2026-04,XLS,827.0,0.0,7404.0
,,,2026-04,XLS,57382.0,0.0,59014.0
,,,2026-04,XLS,3784.0,0.0,185942.0
,,,2026-04,XLS,-105341.0,0.0,0.0
,,,2026-04,XLS,71207.0,0.0,54713.0
,,,2026-04,XLS,9189.0,0.0,0.0
,,,2026-04,XLS,-190000.0,0.0,0.0
,,,2026-04,XLS,4818000.0,0.0,75000.0
,,,2026-04,XLS,-5333994.0,-6737500.0,7511152.0
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
,,,2026-04,XLS,,,
