evento,valor,tipo,mes_ano,macro_categoria
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2025-04,Pessoal
 Taxa Auxiliar Administracao ,1096.2,DESPESA,2025-04,Administração
 Pg.síndico Prof. ,3871.0,DESPESA,2025-04,Pessoal
 Pg.mat.limpeza ,475.68,DESPESA,2025-05,Utilidades
 Pg.material ,57.0,DESPESA,2025-05,Manutenção
 Pg.reparos ,1910.0,DESPESA,2025-05,Manutenção
 Pg.ceee ,1694.38,DESPESA,2025-05,Utilidades
 Pg.manutenção ,175.41,DESPESA,2025-05,Manutenção
 Pg.limp.cx.d.água ,509.6,DESPESA,2025-05,Manutenção
 Pg.desinsetização ,676.2,DESPESA,2025-05,Outros
 Pg. ,704.62,DESPESA,2025-05,Outros
 Pg.manut.bombas ,3230.1,DESPESA,2025-05,Manutenção
 Pg.tx.fin.sd.dev.04/2025 ,1199.0,DESPESA,2025-05,Taxas e Impostos
 Pg.transações Bco.ted ,32.0,DESPESA,2025-05,Taxas e Impostos
 Pg.issqn ,1210.38,DESPESA,2025-05,Taxas e Impostos
 Pg.certificação Digital ,357.0,DESPESA,2025-05,Outros
 Pg.elab-Reinf/E-Social/Impostos ,80.0,DESPESA,2025-05,Pessoal
 Pg.declaração Pmpa/Issqndec ,38.0,DESPESA,2025-05,Taxas e Impostos
 Pg. Internet ,124.06,DESPESA,2025-05,Utilidades
 Valor ,4377.68,DESPESA,2025-05,Outros
 Pg.tarifa Banco Cobrança ,644.0,DESPESA,2025-05,Administração
 Pg.impressões/Fotoc. ,9.8,DESPESA,2025-05,Administração
 Água/Esgoto ,7567.02,DESPESA,2025-05,Utilidades
 Pg.seguro Incêndio ,1471.0,DESPESA,2025-05,Administração
 Pg.folha Func.bco. ,19.6,DESPESA,2025-05,Administração
 Pg.seg.vida Func.05/2025 ,227.04,DESPESA,2025-05,Pessoal
 Rec. Multa ,76.19,RECEITA,2025-05,Receitas Condominiais
 Pg.salário ,3089.3,DESPESA,2025-05,Pessoal
 Fundo Obras ,489.86,RECEITA,2025-05,Fundos
 Rec.condomínio ,61828.89,RECEITA,2025-05,Receitas Condominiais
 Rec.alug.depósito ,110.0,RECEITA,2025-05,Fundos
 Rec.taxa Uso Box ,1070.0,RECEITA,2025-05,Fundos
 Rec. ,80.0,RECEITA,2025-05,Outros
 Rec.multa+C.m.+Jrs. ,167.82,RECEITA,2025-05,Receitas Condominiais
 Dif.salarial ,551.05,RECEITA,2025-05,Fundos
 Rec.ch.extra Férias ,267.19,RECEITA,2025-05,Fundos
 Pg.síndico Prof. ,3871.0,DESPESA,2025-05,Pessoal
 Valor ,4377.68,RECEITA,2025-05,Outros
 Pg.adto.salário ,600.0,DESPESA,2025-05,Pessoal
 Pg.serv.limp. ,5728.49,DESPESA,2025-05,Utilidades
 Pg.fgts ,338.45,DESPESA,2025-05,Pessoal
 Pg.pcmso Secovimed ,208.37,DESPESA,2025-05,Taxas e Impostos
 Pg.vale Transporte ,1394.18,DESPESA,2025-05,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,1517.69,DESPESA,2025-05,Pessoal
 Pg.secovimed ,175.32,DESPESA,2025-05,Taxas e Impostos
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2025-05,Pessoal
 Taxa Auxiliar Administracao ,1189.37,DESPESA,2025-05,Administração
 Reemb.mat.expediente ,118.94,DESPESA,2025-05,Administração
 Pg.serv.portaria ,20787.22,DESPESA,2025-05,Utilidades
 Pg.rep.elevador ,129.82,DESPESA,2025-06,Manutenção
 Pg.mat.pintura ,3428.32,DESPESA,2025-06,Manutenção
 Pg.reforma ,3620.08,DESPESA,2025-06,Manutenção
 Pg.reparos ,2440.0,DESPESA,2025-06,Manutenção
 Pg.rep.elétrico ,199.4,DESPESA,2025-06,Manutenção
 Pg.cons.fechadura ,550.0,DESPESA,2025-06,Outros
 Pg.limp.cx.d.água ,509.6,DESPESA,2025-06,Manutenção
 Pg.manutenção ,4243.72,DESPESA,2025-06,Manutenção
 Pg.mat.limpeza ,1002.9,DESPESA,2025-06,Utilidades
 Pg.impermeabilização ,5500.0,DESPESA,2025-06,Outros
 Pg.tx.fin.sd.dev.05/2025 ,1138.0,DESPESA,2025-06,Taxas e Impostos
 Pg.tarifa Banco Cobrança ,644.0,DESPESA,2025-06,Administração
 Pg.issqn ,1375.93,DESPESA,2025-06,Taxas e Impostos
 Pg.transações Bco.ted ,36.0,DESPESA,2025-06,Taxas e Impostos
 Pg. ,500.0,DESPESA,2025-06,Outros
 Pg.taxa ,103.03,DESPESA,2025-06,Outros
 Pg.declaração Pmpa/Issqndec ,38.0,DESPESA,2025-06,Taxas e Impostos
 Pg.locação ,287.64,DESPESA,2025-06,Outros
 Pg.elab-Reinf/E-Social/Impostos ,80.0,DESPESA,2025-06,Pessoal
 Pg.impressões/Fotoc. ,59.85,DESPESA,2025-06,Administração
 Pg. Internet ,123.71,DESPESA,2025-06,Utilidades
 Pg. Taxa Crea ,103.03,DESPESA,2025-06,Outros
 Pg.seguro Incêndio ,1471.0,DESPESA,2025-06,Administração
 Pg.ceee ,1709.45,DESPESA,2025-06,Utilidades
 Rec.taxa Uso Box ,580.0,RECEITA,2025-06,Fundos
 Pg.seg.vida Func.06/2025 ,227.04,DESPESA,2025-06,Pessoal
 Água/Esgoto ,7602.01,DESPESA,2025-06,Utilidades
 Fundo Obras ,498.58,RECEITA,2025-06,Fundos
 Rec.condomínio ,63375.61,RECEITA,2025-06,Receitas Condominiais
 Rec.alug.depósito ,90.0,RECEITA,2025-06,Fundos
 Telhado ,173.88,RECEITA,2025-06,Manutenção
 Rec.multa+C.m.+Jrs. ,83.26,RECEITA,2025-06,Receitas Condominiais
 Dif.salarial ,568.79,RECEITA,2025-06,Fundos
 Rec.ch.extra Férias ,5819.09,RECEITA,2025-06,Fundos
 Pg.síndico Prof. ,3871.0,DESPESA,2025-06,Pessoal
 Pg.serv.portaria ,20785.53,DESPESA,2025-06,Utilidades
 Pg.serv.limp. ,5728.03,DESPESA,2025-06,Utilidades
 Rec. Multa ,91.09,RECEITA,2025-06,Receitas Condominiais
 Pg.fgts ,338.45,DESPESA,2025-06,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,1522.91,DESPESA,2025-06,Pessoal
 Pg.pcmso Secovimed ,208.37,DESPESA,2025-06,Taxas e Impostos
 Pg.vale Transporte ,674.28,DESPESA,2025-06,Pessoal
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2025-06,Pessoal
 Pg.secovimed ,175.32,DESPESA,2025-06,Taxas e Impostos
 Taxa Auxiliar Administracao ,1189.37,DESPESA,2025-06,Administração
 Reemb.mat.expediente ,118.94,DESPESA,2025-06,Administração
 Pg.salário ,3439.29,DESPESA,2025-06,Pessoal
 Pg.adto.salário ,600.0,DESPESA,2025-06,Pessoal
 Pg.folha Func.bco. ,19.6,DESPESA,2025-06,Administração
 Pg.rep.hidráulico ,1705.0,DESPESA,2025-07,Manutenção
 Valor ,1147.28,DESPESA,2025-07,Outros
 Pg.reforma ,8686.44,DESPESA,2025-07,Manutenção
 Pg.mat.pintura ,5402.26,DESPESA,2025-07,Manutenção
 Pg.cons.telhado ,3620.08,DESPESA,2025-07,Manutenção
 Pg.manutenção ,4300.0,DESPESA,2025-07,Manutenção
 Pg.recarga Extintores ,2610.0,DESPESA,2025-07,Outros
 Pg.limp.cx.d.água ,509.6,DESPESA,2025-07,Manutenção
 Pg.ceee ,2030.27,DESPESA,2025-07,Utilidades
 Pg.rep.elevador ,308.33,DESPESA,2025-07,Manutenção
 Pg.materiais ,1437.7,DESPESA,2025-07,Outros
 Pg.reparos ,1920.0,DESPESA,2025-07,Manutenção
 Pg.remessa Doctos. ,170.2,DESPESA,2025-07,Administração
 Pg.custas Judiciais ,110.3,DESPESA,2025-07,Outros
 Pg.seguro Incêndio ,1471.0,DESPESA,2025-07,Administração
 Pg.tx.fin.sd.dev.06/2025 ,1233.0,DESPESA,2025-07,Taxas e Impostos
 Pg.issqn ,1558.15,DESPESA,2025-07,Taxas e Impostos
 Pg.declaração Pmpa/Issqndec ,38.0,DESPESA,2025-07,Taxas e Impostos
 Pg.transações Bco.ted ,52.0,DESPESA,2025-07,Taxas e Impostos
 Pg. Internet ,122.15,DESPESA,2025-07,Utilidades
 Pg.correio Conv.assemb.c/Ar ,628.8,DESPESA,2025-07,Outros
 Pg.elab-Reinf/E-Social/Impostos ,80.0,DESPESA,2025-07,Pessoal
 Pg.tarifa Banco Cobrança ,644.0,DESPESA,2025-07,Administração
 Pg.impressões/Fotoc. ,58.45,DESPESA,2025-07,Administração
 Água/Esgoto ,7123.53,DESPESA,2025-07,Utilidades
 Pg. ,1440.7,DESPESA,2025-07,Outros
 Pg.salário ,3685.31,DESPESA,2025-07,Pessoal
 Pg.fgts ,369.21,DESPESA,2025-07,Pessoal
 Pg.seg.vida Func.07/2025 ,227.04,DESPESA,2025-07,Pessoal
 Fundo Obras ,770.54,RECEITA,2025-07,Fundos
 Rec.condomínio ,74274.36,RECEITA,2025-07,Receitas Condominiais
 Rec.alug.depósito ,90.0,RECEITA,2025-07,Fundos
 Telhado ,3502.44,RECEITA,2025-07,Manutenção
 Rec.taxa Uso Box ,580.0,RECEITA,2025-07,Fundos
 Rec.multa+C.m.+Jrs. ,1974.81,RECEITA,2025-07,Receitas Condominiais
 Rec. Multa ,188.1,RECEITA,2025-07,Receitas Condominiais
 Dif.salarial ,571.27,RECEITA,2025-07,Fundos
 Rec.ch.extra Férias ,277.59,RECEITA,2025-07,Fundos
 13º Salario ,24.84,RECEITA,2025-07,Pessoal
 Valor ,1147.28,RECEITA,2025-07,Outros
 Pg.férias Período ,5499.51,DESPESA,2025-07,Pessoal
 Pg.folha Func.bco. ,19.6,DESPESA,2025-07,Administração
 Pg.serv.portaria ,20790.87,DESPESA,2025-07,Utilidades
 Pg.secovimed ,175.32,DESPESA,2025-07,Taxas e Impostos
 Pg.serv.prestados ,418.0,DESPESA,2025-07,Manutenção
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2025-07,Pessoal
 Pg.síndico Prof. ,3871.0,DESPESA,2025-07,Pessoal
 Taxa Auxiliar Administracao ,1189.37,DESPESA,2025-07,Administração
 Reemb.mat.expediente ,118.94,DESPESA,2025-07,Administração
 Pg.vale Transporte ,1443.57,DESPESA,2025-07,Pessoal
 Pg.pcmso Secovimed ,208.37,DESPESA,2025-07,Taxas e Impostos
 Pg.darf Inss(E-Social/Reinf) ,2879.37,DESPESA,2025-07,Pessoal
 Pg.adto.salário ,300.0,DESPESA,2025-07,Pessoal
 Pg.serv.limp. ,5729.5,DESPESA,2025-07,Utilidades
 Pg.honor.processo ,3800.0,DESPESA,2025-07,Outros
 Pg.rep.hidráulico ,504.37,DESPESA,2025-08,Manutenção
 Pg.reforma ,5636.44,DESPESA,2025-08,Manutenção
 Pg.material ,2208.73,DESPESA,2025-08,Manutenção
 Pg.rep.elétrico ,650.0,DESPESA,2025-08,Manutenção
 Pg.seg.vida Func.08/2025 ,227.04,DESPESA,2025-08,Pessoal
 Pg.manutenção ,311.9,DESPESA,2025-08,Manutenção
 Pg.manut.bombas ,1193.1,DESPESA,2025-08,Manutenção
 Pg.ceee ,1917.12,DESPESA,2025-08,Utilidades
 Água/Esgoto ,9044.28,DESPESA,2025-08,Utilidades
 Pg.mat.pintura ,2100.0,DESPESA,2025-08,Manutenção
 Pg.manut.portão ,2600.0,DESPESA,2025-08,Manutenção
 Pg.rep.elevador ,308.33,DESPESA,2025-08,Manutenção
 Pg.transações Bco.ted ,68.0,DESPESA,2025-08,Taxas e Impostos
 Pg.mat.limpeza ,641.2,DESPESA,2025-08,Utilidades
 Pg.seguro Incêndio ,1471.0,DESPESA,2025-08,Administração
 Pg.tx.fin.sd.dev.07/2025 ,1552.0,DESPESA,2025-08,Taxas e Impostos
 Pg.issqn ,1500.15,DESPESA,2025-08,Taxas e Impostos
 Pg.declaração Pmpa/Issqndec ,38.0,DESPESA,2025-08,Taxas e Impostos
 Pg.elab-Reinf/E-Social/Impostos ,80.0,DESPESA,2025-08,Pessoal
 Pg.remessa Doctos. ,156.2,DESPESA,2025-08,Administração
 Pg.tarifa Banco Cobrança ,644.0,DESPESA,2025-08,Administração
 Pg.impressões/Fotoc. ,56.7,DESPESA,2025-08,Administração
 Valor ,911.07,DESPESA,2025-08,Outros
 Pg.salário ,2917.69,DESPESA,2025-08,Pessoal
 Pg.cons.portão ,284.2,DESPESA,2025-08,Manutenção
 Pg.folha Func.bco. ,19.6,DESPESA,2025-08,Administração
 Pg. Internet ,122.97,DESPESA,2025-08,Utilidades
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2025-08,Pessoal
 Fundo Obras ,475.78,RECEITA,2025-08,Fundos
 Pg.secovimed ,242.6,DESPESA,2025-08,Taxas e Impostos
 Rec.alug.depósito ,90.0,RECEITA,2025-08,Fundos
 Telhado ,124.2,RECEITA,2025-08,Manutenção
 Rec.taxa Uso Box ,1450.0,RECEITA,2025-08,Fundos
 Rec.acordo ,500.0,RECEITA,2025-08,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,62.33,RECEITA,2025-08,Receitas Condominiais
 Rec. Multa ,82.57,RECEITA,2025-08,Receitas Condominiais
 Dif.salarial ,20.81,RECEITA,2025-08,Fundos
 Rec.ch.extra Férias ,86.97,RECEITA,2025-08,Fundos
 Pg.acordo ,80.0,RECEITA,2025-08,Administração
 Valor ,911.07,RECEITA,2025-08,Outros
 Rec.condomínio ,67513.0,RECEITA,2025-08,Receitas Condominiais
 Pg.serv.limp. ,5147.3,DESPESA,2025-08,Utilidades
 Pg.síndico Prof. ,3871.0,DESPESA,2025-08,Pessoal
 Pg.vale Transporte ,1378.49,DESPESA,2025-08,Pessoal
 Pg.pcmso Secovimed ,208.37,DESPESA,2025-08,Taxas e Impostos
 Reemb.mat.expediente ,118.94,DESPESA,2025-08,Administração
 Taxa Auxiliar Administracao ,1189.37,DESPESA,2025-08,Administração
 Pg.dissídio Empregador/2025 ,357.31,DESPESA,2025-08,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,6041.31,DESPESA,2025-08,Pessoal
 Pg.fgts ,585.06,DESPESA,2025-08,Pessoal
 Pg.sindef Dissídio-Desc.fl.pgtº. ,238.2,DESPESA,2025-08,Pessoal
 Pg.adto.salário ,600.0,DESPESA,2025-08,Pessoal
 Pg.serv.portaria ,18678.25,DESPESA,2025-08,Utilidades
 Pg.mat.pintura ,1136.54,DESPESA,2025-09,Manutenção
 Água/Esgoto ,10638.68,DESPESA,2025-09,Utilidades
 Pg.ceee ,2176.33,DESPESA,2025-09,Utilidades
 Pg.manut.elevador ,896.27,DESPESA,2025-09,Manutenção
 Pg.manutenção ,175.45,DESPESA,2025-09,Manutenção
 Pg.fechadura ,460.0,DESPESA,2025-09,Manutenção
 Pg.material ,756.96,DESPESA,2025-09,Manutenção
 Pg.rep.gesso ,1740.0,DESPESA,2025-09,Manutenção
 Pg.seg.vida Func.09/2025 ,227.04,DESPESA,2025-09,Pessoal
 Pg.rep.elevador ,308.33,DESPESA,2025-09,Manutenção
 Pg.declaração Pmpa/Issqndec ,38.0,DESPESA,2025-09,Taxas e Impostos
 Pg.seguro Incêndio ,1471.0,DESPESA,2025-09,Administração
 Pg.tx.fin.sd.dev.08/2025 ,1644.0,DESPESA,2025-09,Taxas e Impostos
 Pg.issqn ,1001.39,DESPESA,2025-09,Taxas e Impostos
 Pg.transações Bco.ted ,52.0,DESPESA,2025-09,Taxas e Impostos
 Pg. Internet ,123.68,DESPESA,2025-09,Utilidades
 Pg.descarte Docum./2019 ,95.0,DESPESA,2025-09,Administração
 Pg.elab-Reinf/E-Social/Impostos ,80.0,DESPESA,2025-09,Pessoal
 Pg.tarifa Banco Cobrança ,644.0,DESPESA,2025-09,Administração
 Pg.remessa Doctos. ,28.1,DESPESA,2025-09,Administração
 Pg.impressões/Fotoc. ,9.0,DESPESA,2025-09,Administração
 Pg.mat.limpeza ,1330.7,DESPESA,2025-09,Utilidades
 Pg.salário ,3242.45,DESPESA,2025-09,Pessoal
 Reemb.mat.expediente ,118.94,DESPESA,2025-09,Administração
 Pg.secovimed ,176.0,DESPESA,2025-09,Taxas e Impostos
 Pg.folha Func.bco. ,19.6,DESPESA,2025-09,Administração
 Fundo Obras ,490.82,RECEITA,2025-09,Fundos
 Rec.condomínio ,65024.82,RECEITA,2025-09,Receitas Condominiais
 Rec.alug.depósito ,110.0,RECEITA,2025-09,Fundos
 Telhado ,49.68,RECEITA,2025-09,Manutenção
 Rec.taxa Uso Box ,290.0,RECEITA,2025-09,Fundos
 Rec. Multa ,96.6,RECEITA,2025-09,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,86.88,RECEITA,2025-09,Receitas Condominiais
 Rec.ch.extra Férias ,3392.88,RECEITA,2025-09,Fundos
 Dif.salarial ,10.6,RECEITA,2025-09,Fundos
 Rec.acordo ,316.35,RECEITA,2025-09,Receitas Condominiais
 Pg.síndico Prof. ,3871.0,DESPESA,2025-09,Pessoal
 13º Salario ,25.91,RECEITA,2025-09,Pessoal
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2025-09,Pessoal
 Pg.vale Transporte ,2003.31,DESPESA,2025-09,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,5219.62,DESPESA,2025-09,Pessoal
 Pg.fgts ,361.24,DESPESA,2025-09,Pessoal
 Taxa Auxiliar Administracao ,1189.37,DESPESA,2025-09,Administração
 Pg.serv.limp. ,5147.3,DESPESA,2025-09,Utilidades
 Pg.serv.portaria ,18678.25,DESPESA,2025-09,Utilidades
 Pg.indenização ,480.0,DESPESA,2025-09,Pessoal
 Pg.adto.salário ,600.0,DESPESA,2025-09,Pessoal
 Pg.reparos ,1735.0,DESPESA,2025-10,Manutenção
 Água/Esgoto ,11198.12,DESPESA,2025-10,Utilidades
 Pg.ceee ,1934.21,DESPESA,2025-10,Utilidades
 Pg.manut.elevador ,896.27,DESPESA,2025-10,Manutenção
 Pg.manutenção ,77.99,DESPESA,2025-10,Manutenção
 Pg.instalação ,590.0,DESPESA,2025-10,Manutenção
 Pg.rep.gesso ,1740.0,DESPESA,2025-10,Manutenção
 Pg.mat.pintura ,700.0,DESPESA,2025-10,Manutenção
 Pg.rep.elevador ,438.15,DESPESA,2025-10,Manutenção
 Pg.seguro Incêndio ,1471.0,DESPESA,2025-10,Administração
 Pg.folha Func.bco. ,19.6,DESPESA,2025-10,Administração
 Pg.issqn ,966.99,DESPESA,2025-10,Taxas e Impostos
 Pg.transações Bco.ted ,28.0,DESPESA,2025-10,Taxas e Impostos
 Pg. Internet ,124.64,DESPESA,2025-10,Utilidades
 Pg.declaração Pmpa/Issqndec ,38.0,DESPESA,2025-10,Taxas e Impostos
 Pg.elab-Reinf/E-Social/Impostos ,80.0,DESPESA,2025-10,Pessoal
 Honor.advoc. ,2000.0,DESPESA,2025-10,Administração
 Pg.remessa Doctos. ,29.45,DESPESA,2025-10,Administração
 Pg.impressões/Fotoc. ,12.0,DESPESA,2025-10,Administração
 Pg.tarifa Banco Cobrança ,644.0,DESPESA,2025-10,Administração
 Pg.tx.fin.sd.dev.09/2025 ,1573.0,DESPESA,2025-10,Taxas e Impostos
 Pg.seg.vida Func.10/2025 ,227.04,DESPESA,2025-10,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,4662.63,DESPESA,2025-10,Pessoal
 Reemb.mat.expediente ,118.94,DESPESA,2025-10,Administração
 Rec.condomínio ,67924.52,RECEITA,2025-10,Receitas Condominiais
 Rec.alug.depósito ,80.0,RECEITA,2025-10,Fundos
 Rec.taxa Uso Box ,870.0,RECEITA,2025-10,Fundos
 Rec. ,396.35,RECEITA,2025-10,Outros
 Rec. Multa ,117.26,RECEITA,2025-10,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,10.77,RECEITA,2025-10,Receitas Condominiais
 13º Salario ,1879.11,RECEITA,2025-10,Pessoal
 Rec.ch.extra Férias ,73.38,RECEITA,2025-10,Fundos
 Rep.hidráulico ,310.4,DESPESA,2025-10,Manutenção
 Pg.síndico Prof. ,3871.0,DESPESA,2025-10,Pessoal
 Fundo Obras ,480.55,RECEITA,2025-10,Fundos
 Pg.serv.portaria ,18678.25,DESPESA,2025-10,Utilidades
 Pg.adto.salário ,600.0,DESPESA,2025-10,Pessoal
 Pg.fgts ,352.81,DESPESA,2025-10,Pessoal
 Pg.salário ,3242.45,DESPESA,2025-10,Pessoal
 Pg.vale Transporte ,604.67,DESPESA,2025-10,Pessoal
 Pg.serv.prestados ,1630.5,DESPESA,2025-10,Manutenção
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2025-10,Pessoal
 Pg.secovimed ,175.32,DESPESA,2025-10,Taxas e Impostos
 Taxa Auxiliar Administracao ,1189.37,DESPESA,2025-10,Administração
 Pg.serv.limp. ,5147.3,DESPESA,2025-10,Utilidades
 Pg.material ,596.76,DESPESA,2025-11,Manutenção
 Pg.reparos ,1735.0,DESPESA,2025-11,Manutenção
 Pg.bóia ,494.7,DESPESA,2025-11,Manutenção
 Pg.1º Parc.13º Sal. ,2242.52,DESPESA,2025-11,Pessoal
 Pg.ceee ,1940.7,DESPESA,2025-11,Utilidades
 Água/Esgoto ,12895.09,DESPESA,2025-11,Utilidades
 Pg.salário ,3242.45,DESPESA,2025-11,Pessoal
 Pg.rep.elevador ,616.66,DESPESA,2025-11,Manutenção
 Pg.manut.elevador ,896.27,DESPESA,2025-11,Manutenção
 Pg.rep.hidráulico ,1067.0,DESPESA,2025-11,Manutenção
 Pg. Internet ,123.15,DESPESA,2025-11,Utilidades
 Pg.issqn ,907.7,DESPESA,2025-11,Taxas e Impostos
 Pg.tx.fin.sd.dev.10/2025 ,1483.0,DESPESA,2025-11,Taxas e Impostos
 Pg.transações Bco.ted ,36.0,DESPESA,2025-11,Taxas e Impostos
 Pg.declaração Pmpa/Issqndec ,38.0,DESPESA,2025-11,Taxas e Impostos
 Pg.elab-Reinf/E-Social/Impostos ,80.0,DESPESA,2025-11,Pessoal
 Pg.remessa Doctos. ,30.8,DESPESA,2025-11,Administração
 Pg.impressões/Fotoc. ,9.0,DESPESA,2025-11,Administração
 Pg.tarifa Banco Cobrança ,644.0,DESPESA,2025-11,Administração
 Pg.folha Func.bco. ,29.4,DESPESA,2025-11,Administração
 Pg.mat.limpeza ,945.5,DESPESA,2025-11,Utilidades
 Pg.seg.vida Func.11/2025 ,227.04,DESPESA,2025-11,Pessoal
 Pg.férias Período ,2664.28,DESPESA,2025-11,Pessoal
 Pg.secovimed ,175.32,DESPESA,2025-11,Taxas e Impostos
 Fundo Obras ,502.01,RECEITA,2025-11,Fundos
 Rec.condomínio ,70747.83,RECEITA,2025-11,Receitas Condominiais
 Rec.alug.depósito ,80.0,RECEITA,2025-11,Fundos
 Rec.taxa Uso Box ,1450.0,RECEITA,2025-11,Fundos
 Rec.multa+C.m.+Jrs. ,142.17,RECEITA,2025-11,Receitas Condominiais
 Rec.ch.extra Férias ,84.45,RECEITA,2025-11,Fundos
 13º Salario ,1958.9,RECEITA,2025-11,Pessoal
 Dif.salarial ,2.36,RECEITA,2025-11,Fundos
 Pg.síndico Prof. ,3871.0,DESPESA,2025-11,Pessoal
 Rec. Multa ,97.42,RECEITA,2025-11,Receitas Condominiais
 Pg.serv.portaria ,18678.25,DESPESA,2025-11,Utilidades
 Pg.serv.limp. ,5147.3,DESPESA,2025-11,Utilidades
 Taxa Auxiliar Administracao ,1189.37,DESPESA,2025-11,Administração
 Pg.serv.prestados ,1630.5,DESPESA,2025-11,Manutenção
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2025-11,Pessoal
 Reemb.mat.expediente ,118.94,DESPESA,2025-11,Administração
 Pg.darf Inss(E-Social/Reinf) ,4748.66,DESPESA,2025-11,Pessoal
 Pg.fgts ,352.81,DESPESA,2025-11,Pessoal
 Pg.adto.salário ,600.0,DESPESA,2025-11,Pessoal
 Pg.vale Transporte ,661.85,DESPESA,2025-11,Pessoal
 Pg.reparos ,750.0,DESPESA,2025-12,Manutenção
 Pg.folha Func.bco. ,29.4,DESPESA,2025-12,Administração
 Água/Esgoto ,16233.08,DESPESA,2025-12,Utilidades
 Pg.telefone ,99.95,DESPESA,2025-12,Utilidades
 Pg.ceee ,2060.33,DESPESA,2025-12,Utilidades
 Pg.manut.elevador ,896.27,DESPESA,2025-12,Manutenção
 Pg.rep.elétrico ,650.0,DESPESA,2025-12,Manutenção
 Pg.rep.elevador ,308.33,DESPESA,2025-12,Manutenção
 Pg.reforma ,465.6,DESPESA,2025-12,Manutenção
 Pg.rep.hidráulico ,372.72,DESPESA,2025-12,Manutenção
 Pg.tarifa Banco Cobrança ,644.0,DESPESA,2025-12,Administração
 Pg.issqn ,915.59,DESPESA,2025-12,Taxas e Impostos
 Pg. Internet ,123.34,DESPESA,2025-12,Utilidades
 Pg.declaração Pmpa/Issqndec ,38.0,DESPESA,2025-12,Taxas e Impostos
 Pg.transações Bco.ted ,44.0,DESPESA,2025-12,Taxas e Impostos
 Pg.elab-Reinf/E-Social/Impostos ,80.0,DESPESA,2025-12,Pessoal
 Pg.remessa Doctos. ,29.45,DESPESA,2025-12,Administração
 Pg.impressões/Fotoc. ,14.0,DESPESA,2025-12,Administração
 Valor ,12.96,DESPESA,2025-12,Outros
 Pg.salário ,1498.71,DESPESA,2025-12,Pessoal
 Pg.tx.fin.sd.dev.11/2025 ,1388.0,DESPESA,2025-12,Taxas e Impostos
 Pg.seg.vida Func.12/2025 ,298.59,DESPESA,2025-12,Pessoal
 Rec.condomínio ,71386.84,RECEITA,2025-12,Receitas Condominiais
 Taxa Auxiliar Administracao ,1189.37,DESPESA,2025-12,Administração
 Reemb.mat.expediente ,118.94,DESPESA,2025-12,Administração
 Fundo Obras ,505.52,RECEITA,2025-12,Fundos
 Rec.alug.depósito ,80.0,RECEITA,2025-12,Fundos
 Rec.taxa Uso Box ,580.0,RECEITA,2025-12,Fundos
 Rec.multa+C.m.+Jrs. ,92.57,RECEITA,2025-12,Receitas Condominiais
 13º Salario ,1908.63,RECEITA,2025-12,Pessoal
 Rec.ch.extra Férias ,100.52,RECEITA,2025-12,Fundos
 Valor ,12.96,RECEITA,2025-12,Outros
 Pg.síndico Prof. ,3871.0,DESPESA,2025-12,Pessoal
 Rec. Multa ,103.76,RECEITA,2025-12,Receitas Condominiais
 Pg.serv.portaria ,18678.25,DESPESA,2025-12,Utilidades
 Pg.adto.salário ,199.31,DESPESA,2025-12,Pessoal
 Pg.2º Parc.13º Sal./2025 ,1878.02,DESPESA,2025-12,Pessoal
 Pg.fgts ,532.2,DESPESA,2025-12,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,4662.63,DESPESA,2025-12,Pessoal
 Pg.inss S/13º Sal. ,1544.13,DESPESA,2025-12,Pessoal
 Pg.vale Transporte ,1627.9,DESPESA,2025-12,Pessoal
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2025-12,Pessoal
 Pg.serv.limp. ,5147.3,DESPESA,2025-12,Utilidades
 Pg.secovimed ,175.32,DESPESA,2025-12,Taxas e Impostos
 Pg.rep.hidráulico ,1187.0,DESPESA,2026-01,Manutenção
 Pg.mat.pintura ,1024.0,DESPESA,2026-01,Manutenção
 Pg.pintura ,1400.0,DESPESA,2026-01,Manutenção
 Pg.rep.elevador ,574.5,DESPESA,2026-01,Manutenção
 Pg.manut.bombas ,1726.6,DESPESA,2026-01,Manutenção
 Pg.ceee ,1960.26,DESPESA,2026-01,Utilidades
 Pg.manut.elevador ,938.23,DESPESA,2026-01,Manutenção
 Pg.manutenção ,2535.36,DESPESA,2026-01,Manutenção
 Água/Esgoto ,12372.94,DESPESA,2026-01,Utilidades
